CustomerKey,HouseOwnerFlag,NumberCarsOwned,BikeBuyer,M,S,Bachelors,Graduate Degree,High School,Partial College,Partial High School,Clerical,Management,Manual,Professional,Skilled Manual,Female,Male,Europe,North America,Pacific,0-1 Miles,1-2 Miles,10+ Miles,2-5 Miles,5-10 Miles,YearlyIncome_normalized,TotalChildren_normalized,NumberChildrenAtHome_normalized,Age_normalized,Firstpurchased_normalized
11471,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.125,0.0,0.0,0.09859154929577464,0.0
11472,1,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.3125,0.6,0.4,0.2535211267605634,0.6666666666666666
11473,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0625,0.0,0.0,0.014084507042253521,0.0
11474,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0.0625,0.0,0.0,0.014084507042253521,0.0
11475,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0.125,0.0,0.0,0.028169014084507043,0.0
11476,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.1875,0.2,0.2,0.08450704225352113,0.0
11477,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0.125,0.0,0.0,0.11267605633802817,0.0
11478,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.125,0.0,0.0,0.11267605633802817,0.0
11479,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0.1875,0.2,0.2,0.11267605633802817,0.3333333333333333
11480,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.1875,0.2,0.2,0.11267605633802817,0.3333333333333333
11481,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.1875,0.2,0.2,0.11267605633802817,0.6666666666666666
11482,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.125,0.0,0.0,0.1267605633802817,0.6666666666666666
11483,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.1875,0.2,0.2,0.1267605633802817,0.3333333333333333
11484,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.1875,0.4,0.4,0.1267605633802817,0.6666666666666666
11485,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.1875,0.4,0.4,0.1267605633802817,0.6666666666666666
11486,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.14084507042253522,0.0
11487,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.14084507042253522,0.0
11488,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0.0625,0.0,0.0,0.1267605633802817,0.6666666666666666
11489,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0625,0.0,0.0,0.14084507042253522,0.6666666666666666
11490,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0625,0.0,0.0,0.14084507042253522,0.0
11491,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0625,0.0,0.0,0.14084507042253522,0.6666666666666666
11492,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.125,0.0,0.0,0.1267605633802817,0.6666666666666666
11493,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.1875,0.4,0.4,0.14084507042253522,0.6666666666666666
11494,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.1875,0.4,0.4,0.15492957746478872,0.6666666666666666
11495,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.1875,0.4,0.4,0.14084507042253522,0.0
11496,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.1875,0.4,0.4,0.14084507042253522,0.6666666666666666
11497,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.1875,0.4,0.4,0.14084507042253522,0.0
11498,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.1875,0.6,0.6,0.09859154929577464,0.3333333333333333
11499,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.1875,0.6,0.6,0.08450704225352113,0.0
11500,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.1875,0.0,0.0,0.08450704225352113,0.3333333333333333
11501,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.1875,0.6,0.6,0.08450704225352113,0.3333333333333333
11502,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.1875,0.8,0.8,0.08450704225352113,0.3333333333333333
11503,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.25,0.2,0.0,0.704225352112676,0.0
11504,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.1875,0.2,0.0,0.704225352112676,0.0
11505,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.3125,0.0,0.0,0.2112676056338028,0.3333333333333333
11506,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.3125,0.0,0.0,0.2112676056338028,0.3333333333333333
11507,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.3125,0.0,0.0,0.19718309859154928,0.3333333333333333
11508,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.3125,0.0,0.0,0.2112676056338028,0.0
11509,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.125,0.2,0.0,0.39436619718309857,0.0
11510,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.125,0.2,0.0,0.39436619718309857,0.3333333333333333
11511,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.125,0.2,0.0,0.39436619718309857,0.3333333333333333
11512,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.0625,0.6,0.0,0.38028169014084506,0.0
11513,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.0625,0.6,0.0,0.36619718309859156,0.0
11514,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.125,0.2,0.0,0.38028169014084506,0.0
11515,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.125,0.2,0.0,0.38028169014084506,0.6666666666666666
11516,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.125,0.2,0.0,0.36619718309859156,0.6666666666666666
11517,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.1875,0.2,0.0,0.38028169014084506,0.0
11518,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.1875,0.2,0.0,0.36619718309859156,0.0
11519,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.1875,0.2,0.0,0.36619718309859156,0.3333333333333333
11520,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.1875,0.2,0.0,0.36619718309859156,0.3333333333333333
11521,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.1875,0.2,0.0,0.352112676056338,0.3333333333333333
11522,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.4375,1.0,0.0,0.352112676056338,0.6666666666666666
11523,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.1875,0.2,0.0,0.352112676056338,0.3333333333333333
11524,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.1875,0.2,0.0,0.352112676056338,0.0
11525,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.1875,0.2,0.0,0.352112676056338,0.6666666666666666
11526,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.1875,0.2,0.0,0.352112676056338,0.3333333333333333
11527,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.1875,0.2,0.0,0.352112676056338,0.3333333333333333
11528,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.1875,0.2,0.0,0.3380281690140845,0.6666666666666666
11529,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.1875,0.2,0.0,0.323943661971831,0.6666666666666666
11530,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.1875,0.2,0.0,0.3380281690140845,0.3333333333333333
11531,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.1875,0.2,0.0,0.3380281690140845,0.6666666666666666
11532,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.1875,0.2,0.0,0.3380281690140845,0.0
11533,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.1875,0.2,0.0,0.3380281690140845,0.0
11534,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.3125,0.8,0.0,0.30985915492957744,0.6666666666666666
11535,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.3125,0.8,0.0,0.323943661971831,0.6666666666666666
11536,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.3125,0.8,0.0,0.323943661971831,0.6666666666666666
11537,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.3125,0.8,0.0,0.323943661971831,0.6666666666666666
11538,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.3125,0.8,0.0,0.30985915492957744,0.6666666666666666
11539,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.3125,0.8,0.0,0.30985915492957744,0.6666666666666666
11540,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.3125,0.8,0.0,0.30985915492957744,0.6666666666666666
11541,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.3125,0.8,0.0,0.30985915492957744,0.6666666666666666
11542,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0625,0.2,0.2,0.18309859154929578,0.0
11543,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0.0625,0.2,0.2,0.18309859154929578,0.0
11544,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.125,0.2,0.0,0.18309859154929578,0.0
11545,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.125,0.2,0.0,0.18309859154929578,0.0
11546,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.125,0.2,0.2,0.18309859154929578,0.3333333333333333
11547,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.1875,0.0,0.0,0.18309859154929578,0.3333333333333333
11548,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.1875,0.0,0.0,0.16901408450704225,0.6666666666666666
11549,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.1875,0.0,0.0,0.18309859154929578,0.6666666666666666
11550,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.1875,0.0,0.0,0.18309859154929578,0.6666666666666666
11551,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0.6,0.6,0.19718309859154928,0.3333333333333333
11552,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0.0625,0.2,0.2,0.19718309859154928,0.0
11553,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0.0625,0.2,0.2,0.19718309859154928,0.0
11554,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.8,0.0,0.7605633802816901,0.0
11555,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.1875,0.2,0.0,0.7746478873239436,0.0
11556,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.0625,0.2,0.2,0.19718309859154928,0.0
11557,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.125,0.2,0.2,0.19718309859154928,0.0
11558,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.125,0.2,0.2,0.19718309859154928,0.0
11559,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.125,0.2,0.2,0.18309859154929578,0.0
11560,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.125,0.2,0.2,0.19718309859154928,0.0
11561,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0.0,1.0,1.0,0.2112676056338028,0.6666666666666666
11562,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.0625,0.2,0.2,0.2112676056338028,0.0
11563,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.0625,0.2,0.2,0.2112676056338028,0.0
11564,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0625,0.2,0.2,0.2112676056338028,0.6666666666666666
11565,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0625,0.4,0.4,0.2112676056338028,0.0
11566,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.1875,0.0,0.0,0.19718309859154928,0.3333333333333333
11567,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.1875,0.0,0.0,0.18309859154929578,0.3333333333333333
11568,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0.0625,0.4,0.4,0.19718309859154928,0.6666666666666666
11569,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.125,0.2,0.2,0.2112676056338028,0.0
11570,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.125,0.2,0.2,0.2112676056338028,0.6666666666666666
11571,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.125,0.2,0.2,0.2112676056338028,0.3333333333333333
11572,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.125,0.2,0.2,0.2112676056338028,0.3333333333333333
11573,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0.0625,0.4,0.4,0.2112676056338028,0.0
11574,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0.0625,0.4,0.4,0.22535211267605634,0.3333333333333333
11575,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0625,0.4,0.4,0.22535211267605634,0.6666666666666666
11576,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.125,0.2,0.2,0.22535211267605634,0.3333333333333333
11577,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.125,0.2,0.2,0.2112676056338028,0.3333333333333333
11578,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.6,0.4,0.22535211267605634,0.3333333333333333
11579,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0625,0.6,0.6,0.23943661971830985,0.0
11580,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0.125,0.2,0.0,0.676056338028169,0.0
11581,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0.1875,0.0,0.0,0.2112676056338028,0.3333333333333333
11582,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.125,0.4,0.4,0.2535211267605634,0.3333333333333333
11583,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.125,0.4,0.4,0.2112676056338028,0.3333333333333333
11584,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.1875,0.2,0.0,0.2112676056338028,0.0
11585,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.1875,0.2,0.0,0.22535211267605634,0.0
11586,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.1875,0.2,0.0,0.2112676056338028,0.0
11587,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.125,0.4,0.4,0.22535211267605634,0.3333333333333333
11588,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.125,0.4,0.4,0.23943661971830985,0.3333333333333333
11589,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.1875,0.2,0.0,0.23943661971830985,0.0
11590,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.125,0.4,0.4,0.23943661971830985,0.3333333333333333
11591,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.125,0.6,0.6,0.2535211267605634,1.0
11592,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.0625,0.0,0.0,0.04225352112676056,1.0
11593,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.0625,0.0,0.0,0.056338028169014086,1.0
11594,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0625,0.8,0.8,0.014084507042253521,0.0
11595,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0625,1.0,1.0,0.028169014084507043,0.0
11596,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.1875,0.2,0.0,0.2535211267605634,0.0
11597,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.125,0.6,0.6,0.04225352112676056,0.0
11598,1,3,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.125,0.6,0.6,0.04225352112676056,0.6666666666666666
11599,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0625,0.0,0.0,0.04225352112676056,1.0
11600,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.125,0.0,0.0,0.056338028169014086,0.0
11601,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.125,0.0,0.0,0.056338028169014086,1.0
11602,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.125,0.0,0.0,0.056338028169014086,0.0
11603,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.125,0.0,0.0,0.056338028169014086,0.6666666666666666
11604,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.125,0.0,0.0,0.056338028169014086,0.6666666666666666
11605,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0625,0.0,0.0,0.056338028169014086,0.6666666666666666
11606,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.08450704225352113,1.0
11607,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.0625,0.0,0.0,0.08450704225352113,1.0
11608,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0.0625,0.0,0.0,0.07042253521126761,0.0
11609,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.125,0.0,0.0,0.07042253521126761,0.6666666666666666
11610,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.125,0.0,0.0,0.08450704225352113,0.6666666666666666
11611,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.0625,0.0,0.0,0.09859154929577464,1.0
11612,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0625,0.0,0.0,0.08450704225352113,0.6666666666666666
11613,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.125,0.0,0.0,0.07042253521126761,0.3333333333333333
11614,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.125,0.0,0.0,0.08450704225352113,0.3333333333333333
11615,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0.1875,0.2,0.2,0.07042253521126761,0.6666666666666666
11616,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.1875,0.2,0.2,0.08450704225352113,0.6666666666666666
11617,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.3125,0.8,0.0,0.30985915492957744,0.6666666666666666
11618,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.3125,0.8,0.0,0.30985915492957744,0.3333333333333333
11619,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.25,0.0,0.0,0.11267605633802817,0.3333333333333333
11620,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.25,0.0,0.0,0.11267605633802817,0.3333333333333333
11621,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.25,0.0,0.0,0.11267605633802817,0.0
11622,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.25,0.0,0.0,0.09859154929577464,0.0
11623,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.25,0.2,0.0,0.11267605633802817,0.6666666666666666
11624,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.25,0.2,0.0,0.11267605633802817,0.6666666666666666
11625,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.25,0.2,0.0,0.11267605633802817,0.6666666666666666
11626,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.25,0.2,0.0,0.11267605633802817,0.6666666666666666
11627,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.3125,0.2,0.0,0.11267605633802817,0.0
11628,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.1875,0.2,0.0,0.1267605633802817,0.6666666666666666
11629,1,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.1875,0.8,0.8,0.14084507042253522,0.6666666666666666
11630,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.3125,0.2,0.0,0.1267605633802817,0.6666666666666666
11631,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.3125,0.2,0.2,0.14084507042253522,0.3333333333333333
11632,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.3125,0.2,0.2,0.14084507042253522,0.3333333333333333
11633,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.1875,0.2,0.2,0.1267605633802817,0.0
11634,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.3125,0.2,0.0,0.1267605633802817,0.3333333333333333
11635,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.3125,0.2,0.0,0.1267605633802817,0.3333333333333333
11636,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.3125,0.2,0.0,0.11267605633802817,0.0
11637,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.375,0.2,0.0,0.1267605633802817,0.3333333333333333
11638,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0.375,0.2,0.0,0.1267605633802817,0.0
11639,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.375,0.2,0.0,0.11267605633802817,0.0
