CustomerKey,YearlyIncome,TotalChildren,NumberChildrenAtHome,HouseOwnerFlag,NumberCarsOwned,Age,BikeBuyer,M,S,Bachelors,Graduate Degree,High School,Partial College,Partial High School,Clerical,Management,Manual,Professional,Skilled Manual,Female,Male,Firstpurchased,Europe,North America,Pacific,0-1 Miles,1-2 Miles,10+ Miles,2-5 Miles,5-10 Miles
12534,10000,1,0,1,0,53,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,15,1,0,0,1,0,0,0,0
12535,10000,1,0,1,0,53,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,15,1,0,0,1,0,0,0,0
12536,10000,1,0,1,0,54,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,15,1,0,0,1,0,0,0,0
12537,10000,1,0,1,0,54,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,15,1,0,0,1,0,0,0,0
12538,20000,1,0,1,0,54,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,15,1,0,0,1,0,0,0,0
12539,20000,1,0,1,0,80,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12540,30000,1,0,1,0,79,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,16,1,0,0,1,0,0,0,0
12541,30000,4,0,1,0,52,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12542,30000,4,0,1,0,53,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12543,10000,1,0,1,0,57,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,15,1,0,0,1,0,0,0,0
12544,10000,1,0,1,0,57,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,15,1,0,0,1,0,0,0,0
12545,10000,1,0,1,0,58,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,15,1,0,0,1,0,0,0,0
12546,20000,1,0,1,0,58,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,16,1,0,0,1,0,0,0,0
12547,20000,1,0,1,0,58,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,17,1,0,0,1,0,0,0,0
12548,10000,2,0,1,0,60,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,16,1,0,0,1,0,0,0,0
12549,10000,2,0,1,1,60,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,17,1,0,0,1,0,0,0,0
12550,10000,2,0,1,1,60,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,15,1,0,0,1,0,0,0,0
12551,20000,1,0,1,0,77,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12552,20000,1,0,1,0,77,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12553,20000,1,0,1,0,76,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,15,1,0,0,1,0,0,0,0
12554,30000,1,0,1,0,77,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12555,10000,2,0,1,1,76,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,15,1,0,0,0,0,0,1,0
12556,10000,2,0,1,1,76,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,15,1,0,0,0,0,0,1,0
12557,10000,2,0,1,1,75,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,15,1,0,0,0,0,0,1,0
12558,20000,1,0,1,0,75,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,15,1,0,0,1,0,0,0,0
12559,20000,1,0,1,0,74,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,16,1,0,0,1,0,0,0,0
12560,20000,1,0,1,0,75,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,16,1,0,0,1,0,0,0,0
12561,10000,2,0,1,1,74,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,17,1,0,0,1,0,0,0,0
12562,10000,2,0,1,1,73,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,16,1,0,0,0,0,0,1,0
12563,30000,1,0,1,0,74,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12564,30000,1,0,1,0,74,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,16,1,0,0,1,0,0,0,0
12565,10000,3,0,1,1,73,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,15,1,0,0,1,0,0,0,0
12566,30000,1,0,1,0,73,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12567,30000,1,0,1,0,73,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,16,1,0,0,1,0,0,0,0
12568,30000,1,0,1,0,73,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,16,1,0,0,1,0,0,0,0
12569,40000,1,0,1,0,73,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,15,1,0,0,1,0,0,0,0
12570,10000,0,0,0,1,35,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,17,0,0,1,1,0,0,0,0
12571,10000,0,0,0,1,35,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,17,0,0,1,1,0,0,0,0
12572,10000,0,0,0,1,35,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,17,0,0,1,0,0,0,1,0
12573,10000,0,0,0,1,35,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,17,0,0,1,1,0,0,0,0
12574,10000,0,0,0,1,35,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,17,0,0,1,1,0,0,0,0
12575,10000,0,0,0,1,36,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,17,0,0,1,1,0,0,0,0
12576,10000,0,0,0,1,36,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,17,0,0,1,0,0,0,1,0
12577,10000,0,0,1,1,36,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,17,0,0,1,0,0,0,1,0
12578,10000,0,0,0,1,35,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,17,0,0,1,1,0,0,0,0
12579,10000,0,0,1,1,37,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,17,0,0,1,0,0,0,1,0
12580,10000,0,0,1,1,37,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,17,0,0,1,0,0,0,1,0
12581,10000,0,0,0,1,37,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,17,0,0,1,1,0,0,0,0
12582,10000,0,0,0,2,38,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,15,0,0,1,1,0,0,0,0
12583,10000,1,1,0,0,39,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,17,0,0,1,0,0,0,1,0
12584,10000,1,1,0,0,39,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,17,0,0,1,0,0,0,1,0
12585,10000,1,1,1,0,36,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,17,0,0,1,0,0,0,1,0
12586,10000,1,1,0,0,36,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,17,0,0,1,0,1,0,0,0
12587,20000,0,0,1,0,37,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,15,0,0,1,1,0,0,0,0
12588,10000,1,1,0,0,38,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,17,0,0,1,0,1,0,0,0
12589,20000,0,0,1,0,38,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,17,0,0,1,1,0,0,0,0
12590,30000,1,0,1,0,72,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12591,30000,4,0,1,0,54,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,15,1,0,0,1,0,0,0,0
12592,30000,4,0,1,0,54,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,15,1,0,0,1,0,0,0,0
12593,30000,4,0,1,0,54,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,16,1,0,0,1,0,0,0,0
12594,30000,4,0,1,0,54,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,15,1,0,0,1,0,0,0,0
12595,30000,3,0,1,0,54,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,16,1,0,0,1,0,0,0,0
12596,30000,3,0,1,0,54,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12597,20000,1,1,1,0,55,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,15,1,0,0,0,0,0,1,0
12598,30000,3,0,1,0,55,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,15,1,0,0,1,0,0,0,0
12599,20000,2,0,1,1,55,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,16,1,0,0,1,0,0,0,0
12600,30000,1,0,1,0,57,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12601,30000,3,0,1,0,55,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12602,30000,3,0,1,0,54,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,16,1,0,0,1,0,0,0,0
12603,30000,3,0,1,0,55,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12604,30000,3,0,1,0,55,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12605,30000,3,0,1,0,55,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,15,1,0,0,1,0,0,0,0
12606,40000,3,0,1,0,55,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12607,40000,3,0,1,0,54,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,17,1,0,0,1,0,0,0,0
12608,30000,0,0,1,0,55,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,16,1,0,0,1,0,0,0,0
12609,30000,0,0,1,0,55,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,16,1,0,0,1,0,0,0,0
12610,30000,1,0,1,0,57,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,15,1,0,0,1,0,0,0,0
12611,20000,0,0,1,1,45,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,15,1,0,0,0,0,0,1,0
12612,10000,2,2,1,0,46,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,16,1,0,0,1,0,0,0,0
12613,30000,0,0,1,0,45,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,17,1,0,0,1,0,0,0,0
12614,30000,0,0,1,0,45,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,17,1,0,0,1,0,0,0,0
12615,10000,2,2,1,1,46,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,16,1,0,0,1,0,0,0,0
12616,20000,0,0,0,1,45,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,15,1,0,0,1,0,0,0,0
12617,20000,0,0,0,1,45,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,15,1,0,0,0,1,0,0,0
12618,30000,0,0,1,0,46,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,17,1,0,0,1,0,0,0,0
12619,40000,0,0,1,0,46,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,16,1,0,0,1,0,0,0,0
12620,40000,0,0,1,0,46,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,17,1,0,0,1,0,0,0,0
12621,40000,0,0,1,0,45,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,17,1,0,0,1,0,0,0,0
12622,40000,0,0,1,0,46,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,16,1,0,0,1,0,0,0,0
12623,10000,3,0,0,2,63,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,16,1,0,0,1,0,0,0,0
12624,20000,2,0,1,1,62,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,16,1,0,0,0,0,0,1,0
12625,20000,2,0,1,1,63,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,15,1,0,0,1,0,0,0,0
12626,20000,2,0,1,1,64,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,15,1,0,0,0,1,0,0,0
12627,20000,1,1,0,0,47,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,15,1,0,0,1,0,0,0,0
12628,20000,1,1,1,0,46,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,15,1,0,0,0,0,0,1,0
12629,20000,1,1,0,0,46,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,15,1,0,0,1,0,0,0,0
12630,80000,4,2,1,1,60,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,16,1,0,0,0,0,1,0,0
12631,70000,5,1,1,2,71,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,17,1,0,0,0,0,1,0,0
12632,80000,5,0,1,2,71,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,17,1,0,0,0,0,0,1,0
12633,110000,3,4,1,4,70,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,15,1,0,0,0,0,0,0,1
12634,120000,4,4,1,4,69,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,16,1,0,0,0,0,0,0,1
12635,80000,5,0,0,2,68,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,16,1,0,0,0,0,0,1,0
12636,100000,2,3,1,4,69,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,15,1,0,0,0,0,1,0,0
12637,130000,4,4,1,4,69,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,16,1,0,0,0,0,0,0,1
12638,80000,4,2,1,1,61,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,15,1,0,0,0,0,1,0,0
12639,80000,4,2,1,2,62,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,16,1,0,0,0,0,1,0,0
12640,90000,3,2,1,1,61,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,16,1,0,0,0,0,1,0,0
12641,100000,3,4,1,3,61,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,15,1,0,0,0,0,1,0,0
12642,100000,3,4,1,3,61,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,15,1,0,0,0,0,0,1,0
12643,120000,3,5,1,3,62,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,16,1,0,0,0,0,1,0,0
12644,130000,4,5,1,2,62,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,16,1,0,0,0,0,1,0,0
12645,170000,0,5,1,3,62,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,16,1,0,0,0,0,1,0,0
12646,90000,4,1,1,2,63,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,16,1,0,0,0,0,1,0,0
12647,170000,4,5,1,3,62,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,16,1,0,0,0,0,1,0,0
12648,170000,4,5,1,4,63,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,16,1,0,0,0,0,1,0,0
12649,80000,4,1,1,3,63,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,15,1,0,0,0,0,1,0,0
12650,90000,4,1,1,3,65,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,17,1,0,0,0,0,0,0,1
12651,90000,4,1,1,3,65,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,15,1,0,0,0,0,1,0,0
12652,130000,4,5,1,4,65,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15,1,0,0,0,0,1,0,0
12653,150000,4,5,1,3,65,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,16,1,0,0,1,0,0,0,0
12654,160000,2,5,0,3,64,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,16,1,0,0,0,0,1,0,0
12655,80000,5,1,1,3,66,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,17,1,0,0,0,0,0,0,1
12656,90000,4,1,1,3,66,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,15,1,0,0,0,0,1,0,0
12657,110000,4,5,1,3,66,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,16,1,0,0,0,0,1,0,0
12658,170000,0,5,1,4,66,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,16,1,0,0,1,0,0,0,0
12659,80000,5,1,1,4,67,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,15,1,0,0,0,0,1,0,0
12660,80000,5,1,1,4,67,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,1,0,0,0,0,1,0,0
12661,80000,5,1,1,4,68,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,1,0,0,0,0,1,0,0
12662,90000,5,0,0,2,68,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,15,1,0,0,0,0,0,0,1
12663,90000,5,0,1,2,68,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,1,0,0,0,0,1,0,0
12664,130000,5,5,1,4,68,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,15,1,0,0,1,0,0,0,0
12665,60000,0,0,1,4,39,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,15,0,0,1,0,0,1,0,0
12666,60000,0,0,0,4,40,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,15,0,0,1,0,0,0,1,0
12667,70000,0,0,1,2,38,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,0,0,1,0,0
12668,70000,0,0,1,2,39,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,0,0,1,0,0
12669,70000,0,0,0,3,39,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,17,0,0,1,0,0,1,0,0
12670,70000,0,0,0,3,40,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,0,0,1,0,0
12671,70000,0,0,0,3,41,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,17,0,0,1,0,0,1,0,0
12672,80000,0,0,0,3,39,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,15,0,0,1,0,0,1,0,0
12673,80000,0,0,1,3,40,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,17,0,0,1,0,0,1,0,0
12674,90000,0,0,1,2,40,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,17,0,0,1,0,0,1,0,0
12675,80000,0,0,0,3,41,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,0,0,1,0,0
12676,90000,0,0,1,2,41,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,0,0,1,0,0
12677,100000,0,5,1,2,40,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,17,0,0,1,0,0,1,0,0
12678,130000,4,5,1,4,40,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,16,0,0,1,1,0,0,0,0
12679,100000,0,5,0,2,41,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,16,0,0,1,0,0,1,0,0
12680,80000,0,0,0,3,43,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,17,0,0,1,0,0,1,0,0
12681,80000,0,0,0,3,43,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,0,0,1,0,0
12682,100000,0,5,0,2,42,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15,0,0,1,0,0,1,0,0
12683,120000,5,5,1,4,42,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,17,0,0,1,0,0,1,0,0
12684,120000,0,5,1,4,42,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,17,0,0,1,0,0,1,0,0
12685,90000,0,0,1,3,43,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,0,0,1,0,0
12686,90000,0,0,1,3,42,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,0,0,1,0,0
12687,90000,0,0,0,3,43,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,17,0,0,1,0,0,1,0,0
12688,90000,0,0,1,3,43,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,0,0,1,0,0
12689,90000,0,0,0,3,42,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,0,0,1,0,0
12690,100000,0,5,1,2,43,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,15,0,0,1,0,0,1,0,0
12691,100000,0,5,1,3,43,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,15,0,0,1,0,0,1,0,0
12692,80000,0,0,1,4,44,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,15,0,0,1,0,0,1,0,0
12693,80000,0,0,1,4,44,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,0,0,1,0,0
12694,120000,0,5,1,4,43,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,17,0,0,1,0,0,1,0,0
12695,90000,0,0,1,4,44,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,15,0,0,1,0,0,1,0,0
12696,100000,0,5,1,4,44,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15,0,0,1,0,0,1,0,0
12697,90000,0,0,0,4,45,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,15,0,0,1,0,0,1,0,0
12698,110000,0,5,1,4,45,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,17,0,0,1,0,0,1,0,0
12699,120000,0,5,1,4,45,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,17,0,0,1,0,0,1,0,0
12700,110000,0,5,1,4,44,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,16,0,0,1,0,0,1,0,0
12701,110000,0,5,1,4,43,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,16,0,0,1,0,0,1,0,0
12702,110000,0,5,1,4,44,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,16,0,0,1,0,0,1,0,0
12703,110000,0,5,1,4,44,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,16,0,0,1,0,0,1,0,0
12704,120000,0,5,1,4,44,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,15,0,0,1,0,0,1,0,0
12705,150000,0,5,1,4,46,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,17,0,0,1,1,0,0,0,0
12706,160000,0,5,1,4,46,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,16,0,0,1,1,0,0,0,0
12707,70000,5,0,1,2,73,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,17,0,1,0,0,0,1,0,0
12708,90000,5,0,1,2,74,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,16,0,1,0,0,0,0,0,1
12709,130000,2,3,1,4,74,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,17,0,1,0,1,0,0,0,0
12710,170000,2,3,0,2,74,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,16,0,1,0,1,0,0,0,0
12711,20000,0,0,0,2,42,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,17,1,0,0,0,1,0,0,0
12712,20000,0,0,0,2,42,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,16,1,0,0,1,0,0,0,0
12713,20000,0,0,0,2,42,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,16,1,0,0,0,1,0,0,0
12714,30000,0,0,0,1,42,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,15,1,0,0,0,0,0,1,0
12715,60000,3,2,1,2,52,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,16,0,0,1,0,0,0,0,1
12716,30000,0,0,1,1,41,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,16,1,0,0,0,0,0,1,0
12717,30000,0,0,0,1,41,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,17,1,0,0,1,0,0,0,0
12718,30000,0,0,1,1,40,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,15,1,0,0,0,0,0,1,0
12719,30000,0,0,0,1,40,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,15,1,0,0,1,0,0,0,0
12720,30000,0,0,0,1,40,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12721,30000,0,0,0,1,41,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,15,1,0,0,0,1,0,0,0
12722,20000,0,0,0,2,35,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,15,1,0,0,1,0,0,0,0
12723,20000,0,0,0,2,34,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,16,1,0,0,1,0,0,0,0
12724,20000,0,0,0,2,35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,16,1,0,0,0,1,0,0,0
12725,10000,4,0,0,2,105,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,15,1,0,0,0,1,0,0,0
12726,20000,0,0,0,2,35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,15,1,0,0,1,0,0,0,0
12727,20000,0,0,0,2,35,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,15,1,0,0,0,1,0,0,0
12728,30000,0,0,0,1,36,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,15,1,0,0,0,1,0,0,0
12729,30000,0,0,0,1,36,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,15,1,0,0,0,0,0,1,0
12730,30000,0,0,1,1,36,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,15,1,0,0,0,0,0,1,0
12731,30000,0,0,0,1,41,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,15,1,0,0,0,1,0,0,0
12732,10000,0,0,1,2,43,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,15,1,0,0,0,1,0,0,0
12733,10000,0,0,0,2,43,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,15,1,0,0,1,0,0,0,0
12734,10000,0,0,0,2,42,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,15,1,0,0,0,1,0,0,0
12735,20000,0,0,1,2,42,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,16,1,0,0,0,1,0,0,0
12736,20000,0,0,1,2,43,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,16,1,0,0,0,1,0,0,0
12737,30000,0,0,0,1,42,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,15,1,0,0,0,0,0,1,0
12738,40000,1,1,1,0,42,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,16,1,0,0,0,1,0,0,0
12739,40000,1,1,1,1,41,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,15,1,0,0,0,1,0,0,0
12740,30000,0,0,1,1,42,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,15,1,0,0,0,0,0,1,0
12741,30000,0,0,1,1,43,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,15,1,0,0,0,0,0,1,0
12742,40000,2,2,1,0,42,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,16,1,0,0,1,0,0,0,0
12743,40000,2,2,0,0,42,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,15,1,0,0,1,0,0,0,0
12744,40000,2,2,1,0,42,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,15,1,0,0,1,0,0,0,0
12745,40000,2,2,1,0,43,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,16,1,0,0,0,1,0,0,0
12746,10000,0,0,0,2,44,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,15,1,0,0,1,0,0,0,0
12747,20000,0,0,0,2,43,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,16,1,0,0,0,1,0,0,0
12748,30000,0,0,0,1,44,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,15,1,0,0,0,0,0,1,0
